Brand,Model,Capacity,Energy Rating,Type,Features,Color,Material,Warranty Period,Country of Manufacture,Price,Random Numeric,Feature 1,Random Text Feature 2,Irrelevant Category Feature 3
Siemens,Model-4314,300.0,3 Star,Top Freezer,No,Blue,Plastic,2 Years,Korea,1796.0,9.0,No,Delta,CatA
Samsung,Model-4315,300.0,4 Star,Bottom Freezer,No,White,Steel,1 Year,Germany,860.0,54.0,Yes,Gamma,CatB
Siemens,Model-4316,350.0,3 Star,Top Freezer,No,Red,Steel,3 Years,China,1003.0,63.0,Yes,Alpha,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Siemens,Model-4319,500.0,3 Star,French Door,Yes,Black,Aluminium,1 Year,Korea,541.0,1.0,Yes,Delta,CatA
Siemens,Model-4320,350.0,5 Star,Top Freezer,No,Blue,Steel,3 Years,USA,826.0,17.0,Yes,Alpha,CatA
Bosch,Model-4321,300.0,3 Star,Bottom Freezer,No,Blue,Plastic,1 Year,Korea,1713.0,81.0,No,Beta,CatA
,,,,,,,,,,,,,,
Bosch,Model-4323,400.0,5 Star,Top Freezer,No,Red,Aluminium,3 Years,Korea,1779.0,33.0,Yes,Alpha,CatC
LG,Model-4324,500.0,4 Star,Top Freezer,Yes,Silver,Plastic,3 Years,USA,1587.0,56.0,No,Alpha,CatA
Siemens,Model-4325,450.0,4 Star,Side by Side,No,Silver,Steel,3 Years,Germany,990.0,8.0,No,Gamma,CatB
Samsung,Model-4326,350.0,3 Star,Side by Side,Yes,Red,Steel,3 Years,China,1285.0,70.0,Yes,Gamma,CatA
Samsung,Model-4327,450.0,5 Star,Top Freezer,Yes,Black,Steel,2 Years,Germany,425.0,89.0,No,Gamma,CatA
Siemens,Model-4328,500.0,4 Star,Bottom Freezer,Yes,Silver,Steel,2 Years,China,1580.0,60.0,No,Gamma,CatA
Whirlpool,Model-4329,300.0,3 Star,Side by Side,Yes,Silver,Steel,1 Year,China,1195.0,60.0,No,Beta,CatA
,,,,,,,,,,,,,,
Siemens,Model-4331,250.0,4 Star,Side by Side,No,Red,Plastic,1 Year,China,482.0,1.0,No,Delta,CatB
Whirlpool,Model-4332,450.0,5 Star,Top Freezer,No,White,Plastic,1 Year,USA,320.0,88.0,No,Beta,CatA
LG,Model-4333,400.0,3 Star,Top Freezer,No,Red,Steel,2 Years,Germany,1120.0,30.0,No,Alpha,CatA
Bosch,Model-4334,450.0,4 Star,Side by Side,Yes,Blue,Aluminium,3 Years,China,1370.0,12.0,No,Alpha,CatA
LG,Model-4335,300.0,5 Star,French Door,No,Black,Aluminium,1 Year,USA,1138.0,24.0,Yes,Delta,CatC
LG,Model-4336,300.0,5 Star,Top Freezer,Yes,White,Steel,1 Year,Korea,908.0,21.0,Yes,Gamma,CatA
Siemens,Model-4337,400.0,4 Star,Side by Side,No,Red,Steel,1 Year,Germany,1218.0,87.0,Yes,Delta,CatC
Bosch,Model-4338,350.0,3 Star,Top Freezer,No,Black,Aluminium,1 Year,Korea,1028.0,69.0,No,Delta,CatA
Whirlpool,Model-4339,400.0,3 Star,Top Freezer,No,Silver,Plastic,1 Year,China,1960.0,63.0,Yes,Gamma,CatB
Bosch,Model-4340,400.0,5 Star,Side by Side,Yes,White,Plastic,3 Years,USA,1498.0,51.0,No,Beta,CatC
,,,,,,,,,,,,,,
Siemens,Model-4342,400.0,3 Star,Bottom Freezer,No,Red,Plastic,2 Years,USA,1241.0,87.0,No,Gamma,CatC
Siemens,Model-4343,500.0,4 Star,Bottom Freezer,No,Silver,Steel,1 Year,Korea,1143.0,90.0,Yes,Alpha,CatA
Samsung,Model-4344,400.0,4 Star,French Door,No,Red,Steel,1 Year,Germany,1624.0,97.0,No,Beta,CatC
Bosch,Model-4345,500.0,3 Star,Bottom Freezer,No,Silver,Steel,1 Year,USA,1328.0,47.0,No,Gamma,CatB
LG,Model-4346,500.0,5 Star,French Door,Yes,Blue,Aluminium,3 Years,USA,1374.0,85.0,No,Beta,CatA
Siemens,Model-4347,250.0,5 Star,Top Freezer,Yes,Red,Aluminium,3 Years,Korea,746.0,16.0,No,Alpha,CatA
Siemens,Model-4348,500.0,4 Star,Top Freezer,Yes,Black,Steel,1 Year,Korea,1363.0,14.0,Yes,Delta,CatB
LG,Model-4349,350.0,3 Star,Bottom Freezer,Yes,Black,Plastic,3 Years,USA,675.0,39.0,Yes,Delta,CatA
Bosch,Model-4350,500.0,4 Star,Side by Side,No,Silver,Aluminium,3 Years,China,1945.0,51.0,Yes,Delta,CatC
Samsung,Model-4351,250.0,4 Star,Side by Side,No,Silver,Aluminium,3 Years,USA,1599.0,56.0,No,Delta,CatC
Samsung,Model-4352,300.0,3 Star,Top Freezer,Yes,Silver,Aluminium,3 Years,China,1512.0,60.0,No,Gamma,CatC
Siemens,Model-4353,400.0,5 Star,Bottom Freezer,No,Black,Aluminium,1 Year,Korea,1110.0,71.0,Yes,Alpha,CatB
Bosch,Model-4354,400.0,5 Star,Top Freezer,Yes,Red,Aluminium,2 Years,Germany,1693.0,46.0,No,Delta,CatC
LG,Model-4355,500.0,3 Star,Bottom Freezer,Yes,Red,Plastic,3 Years,Germany,1100.0,79.0,Yes,Alpha,CatC
Siemens,Model-4356,350.0,4 Star,Side by Side,Yes,Blue,Plastic,3 Years,Germany,726.0,23.0,No,Delta,CatB
Siemens,Model-4357,350.0,5 Star,French Door,No,Silver,Aluminium,2 Years,USA,1654.0,50.0,No,Delta,CatC
Siemens,Model-4358,350.0,4 Star,Top Freezer,Yes,Black,Plastic,1 Year,Germany,994.0,47.0,Yes,Gamma,CatC
,,,,,,,,,,,,,,
LG,Model-4360,350.0,3 Star,Top Freezer,No,Red,Plastic,3 Years,China,1578.0,57.0,No,Alpha,CatA
Siemens,Model-4361,300.0,4 Star,Bottom Freezer,No,Black,Aluminium,2 Years,USA,493.0,73.0,No,Alpha,CatB
LG,Model-4362,250.0,3 Star,French Door,Yes,Black,Aluminium,1 Year,China,700.0,9.0,Yes,Delta,CatA
Siemens,Model-4363,250.0,3 Star,French Door,Yes,Black,Steel,2 Years,USA,690.0,81.0,No,Gamma,CatC
,,,,,,,,,,,,,,
Whirlpool,Model-4365,400.0,3 Star,Bottom Freezer,Yes,Silver,Steel,3 Years,USA,1072.0,39.0,Yes,Gamma,CatB
LG,Model-4366,350.0,4 Star,French Door,No,Black,Aluminium,1 Year,Germany,580.0,69.0,Yes,Alpha,CatC
Siemens,Model-4367,300.0,4 Star,French Door,Yes,Red,Steel,2 Years,Germany,628.0,41.0,Yes,Beta,CatC
,,,,,,,,,,,,,,
LG,Model-4369,350.0,4 Star,Side by Side,Yes,Silver,Aluminium,1 Year,Germany,1790.0,74.0,Yes,Beta,CatC
LG,Model-4370,500.0,4 Star,Top Freezer,No,Red,Aluminium,2 Years,USA,1442.0,34.0,No,Alpha,CatC
,,,,,,,,,,,,,,
Samsung,Model-4372,500.0,3 Star,Bottom Freezer,No,White,Plastic,3 Years,China,1136.0,23.0,No,Alpha,CatB
Bosch,Model-4373,350.0,3 Star,Side by Side,Yes,Black,Steel,3 Years,Korea,1595.0,98.0,Yes,Gamma,CatC
,,,,,,,,,,,,,,
Whirlpool,Model-4375,500.0,4 Star,Bottom Freezer,Yes,Red,Aluminium,2 Years,Germany,1101.0,98.0,No,Beta,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-4377,500.0,4 Star,French Door,Yes,Silver,Plastic,1 Year,USA,628.0,52.0,Yes,Gamma,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Samsung,Model-4380,500.0,3 Star,French Door,No,Red,Steel,3 Years,China,1285.0,70.0,Yes,Alpha,CatC
Whirlpool,Model-4381,300.0,4 Star,Bottom Freezer,Yes,White,Plastic,2 Years,Germany,662.0,61.0,No,Alpha,CatC
Samsung,Model-4382,250.0,3 Star,Top Freezer,No,Black,Steel,1 Year,Korea,888.0,87.0,Yes,Delta,CatA
Whirlpool,Model-4383,500.0,4 Star,French Door,No,Silver,Steel,2 Years,Germany,1578.0,82.0,No,Beta,CatB
Bosch,Model-4384,300.0,4 Star,Side by Side,No,Red,Aluminium,3 Years,China,1514.0,52.0,Yes,Alpha,CatA
LG,Model-4385,250.0,3 Star,Side by Side,No,Black,Steel,2 Years,Korea,1727.0,13.0,Yes,Beta,CatA
Samsung,Model-4386,400.0,3 Star,Side by Side,No,Silver,Plastic,2 Years,USA,1490.0,13.0,No,Gamma,CatB
Siemens,Model-4387,300.0,4 Star,Top Freezer,Yes,Red,Aluminium,2 Years,China,427.0,77.0,Yes,Beta,CatB
Whirlpool,Model-4388,500.0,4 Star,French Door,No,White,Plastic,2 Years,Korea,1235.0,29.0,No,Delta,CatA
Siemens,Model-4389,500.0,5 Star,Top Freezer,Yes,Silver,Steel,1 Year,China,1818.0,58.0,Yes,Beta,CatA
Whirlpool,Model-4390,250.0,4 Star,Top Freezer,No,White,Plastic,3 Years,Germany,1888.0,5.0,No,Delta,CatB
Siemens,Model-4391,350.0,3 Star,French Door,No,Red,Plastic,3 Years,China,1765.0,47.0,Yes,Delta,CatA
,,,,,,,,,,,,,,
Whirlpool,Model-4393,350.0,5 Star,Bottom Freezer,No,White,Plastic,2 Years,Germany,350.0,17.0,No,Beta,CatA
Bosch,Model-4394,400.0,3 Star,French Door,No,Blue,Aluminium,2 Years,China,853.0,68.0,No,Beta,CatA
Samsung,Model-4395,400.0,4 Star,French Door,Yes,Blue,Steel,3 Years,Korea,1806.0,53.0,Yes,Alpha,CatA
Bosch,Model-4396,400.0,4 Star,Bottom Freezer,No,Blue,Steel,2 Years,China,1000.0,5.0,No,Gamma,CatA
Samsung,Model-4397,300.0,3 Star,Bottom Freezer,Yes,Blue,Steel,1 Year,Korea,1035.0,83.0,Yes,Alpha,CatA
Bosch,Model-4398,400.0,5 Star,Top Freezer,Yes,Black,Aluminium,1 Year,USA,1719.0,68.0,No,Delta,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Siemens,Model-4402,400.0,5 Star,Bottom Freezer,No,Silver,Steel,1 Year,Korea,1362.0,9.0,Yes,Alpha,CatA
,,,,,,,,,,,,,,
LG,Model-4404,250.0,4 Star,Side by Side,No,Blue,Aluminium,1 Year,USA,1812.0,35.0,Yes,Beta,CatA
,,,,,,,,,,,,,,
Siemens,Model-4406,450.0,5 Star,French Door,Yes,White,Plastic,1 Year,China,1517.0,2.0,No,Gamma,CatA
LG,Model-4407,500.0,4 Star,French Door,No,Black,Plastic,1 Year,USA,720.0,88.0,Yes,Beta,CatB
,,,,,,,,,,,,,,
LG,Model-4409,400.0,3 Star,Bottom Freezer,No,Red,Plastic,2 Years,Germany,856.0,34.0,Yes,Gamma,CatB
,,,,,,,,,,,,,,
Siemens,Model-4411,450.0,4 Star,Side by Side,No,Red,Steel,2 Years,Germany,888.0,77.0,No,Alpha,CatC
Samsung,Model-4412,450.0,4 Star,Top Freezer,Yes,Red,Steel,1 Year,China,1499.0,93.0,Yes,Delta,CatB
,,,,,,,,,,,,,,
Samsung,Model-4414,500.0,5 Star,Bottom Freezer,Yes,Black,Plastic,3 Years,China,696.0,21.0,No,Gamma,CatA
,,,,,,,,,,,,,,
Samsung,Model-4416,500.0,5 Star,Top Freezer,No,White,Plastic,3 Years,Germany,1405.0,99.0,Yes,Alpha,CatC
Whirlpool,Model-4417,400.0,3 Star,Top Freezer,No,White,Plastic,2 Years,USA,579.0,64.0,Yes,Alpha,CatB
Bosch,Model-4418,350.0,3 Star,French Door,Yes,Red,Aluminium,1 Year,Germany,1500.0,36.0,No,Alpha,CatC
,,,,,,,,,,,,,,
Samsung,Model-4420,400.0,3 Star,Top Freezer,Yes,Black,Aluminium,1 Year,Germany,1982.0,78.0,Yes,Beta,CatC
Samsung,Model-4421,250.0,3 Star,Bottom Freezer,No,White,Aluminium,2 Years,Germany,990.0,76.0,Yes,Alpha,CatA
LG,Model-4422,250.0,3 Star,French Door,Yes,Silver,Aluminium,3 Years,Germany,1432.0,19.0,Yes,Beta,CatB
Bosch,Model-4423,250.0,3 Star,Bottom Freezer,No,Red,Aluminium,1 Year,China,1010.0,8.0,No,Delta,CatB
Whirlpool,Model-4424,300.0,3 Star,French Door,Yes,White,Steel,1 Year,China,1177.0,69.0,No,Delta,CatA
Samsung,Model-4425,400.0,3 Star,Top Freezer,No,Silver,Aluminium,2 Years,Korea,1896.0,63.0,Yes,Beta,CatA
,,,,,,,,,,,,,,
Whirlpool,Model-4427,450.0,5 Star,Bottom Freezer,No,Blue,Aluminium,2 Years,Germany,840.0,36.0,No,Beta,CatB
Samsung,Model-4428,350.0,5 Star,Top Freezer,No,Blue,Plastic,2 Years,Korea,1904.0,62.0,No,Gamma,CatB
Siemens,Model-4429,300.0,4 Star,French Door,Yes,Black,Aluminium,3 Years,USA,1107.0,59.0,No,Delta,CatC
Samsung,Model-4430,250.0,3 Star,Side by Side,Yes,Silver,Plastic,1 Year,Korea,651.0,89.0,No,Delta,CatC
Bosch,Model-4431,500.0,3 Star,Side by Side,No,Silver,Steel,1 Year,Germany,616.0,61.0,Yes,Gamma,CatB
LG,Model-4432,500.0,3 Star,Top Freezer,No,White,Aluminium,1 Year,USA,467.0,94.0,Yes,Beta,CatC
Siemens,Model-4433,250.0,3 Star,Bottom Freezer,Yes,White,Plastic,2 Years,China,1691.0,95.0,Yes,Delta,CatB
Bosch,Model-4434,450.0,3 Star,Side by Side,No,Blue,Aluminium,3 Years,China,666.0,24.0,No,Gamma,CatA
,,,,,,,,,,,,,,
Samsung,Model-4436,500.0,4 Star,Bottom Freezer,Yes,Red,Plastic,3 Years,China,929.0,49.0,No,Alpha,CatA
,,,,,,,,,,,,,,
LG,Model-4438,500.0,5 Star,Bottom Freezer,No,Black,Plastic,2 Years,Korea,1044.0,6.0,No,Beta,CatC
Samsung,Model-4439,400.0,5 Star,French Door,Yes,Silver,Plastic,3 Years,China,842.0,91.0,Yes,Delta,CatC
Bosch,Model-4440,500.0,5 Star,Bottom Freezer,No,Black,Plastic,1 Year,Korea,903.0,50.0,Yes,Gamma,CatB
LG,Model-4441,250.0,5 Star,Top Freezer,Yes,White,Plastic,2 Years,USA,844.0,32.0,Yes,Alpha,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-4443,300.0,4 Star,French Door,No,Silver,Steel,2 Years,China,871.0,28.0,No,Alpha,CatB
Siemens,Model-4444,450.0,4 Star,Top Freezer,Yes,Silver,Steel,3 Years,Germany,1891.0,69.0,Yes,Alpha,CatC
Bosch,Model-4445,450.0,3 Star,French Door,Yes,White,Plastic,2 Years,Germany,1109.0,25.0,Yes,Gamma,CatA
LG,Model-4446,350.0,5 Star,Side by Side,Yes,White,Aluminium,1 Year,Korea,833.0,27.0,No,Gamma,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-4448,450.0,3 Star,French Door,Yes,Red,Steel,1 Year,Korea,945.0,70.0,Yes,Alpha,CatB
Samsung,Model-4449,500.0,4 Star,Bottom Freezer,No,Red,Plastic,2 Years,Korea,1713.0,33.0,No,Alpha,CatC
Samsung,Model-4450,400.0,3 Star,Top Freezer,Yes,Black,Steel,3 Years,Korea,1004.0,59.0,No,Delta,CatA
Whirlpool,Model-4451,350.0,4 Star,French Door,Yes,Silver,Aluminium,3 Years,Korea,629.0,66.0,No,Alpha,CatC
LG,Model-4452,350.0,5 Star,French Door,No,Blue,Steel,2 Years,Korea,592.0,61.0,Yes,Beta,CatA
LG,Model-4453,250.0,3 Star,Top Freezer,Yes,Red,Steel,2 Years,China,1282.0,82.0,Yes,Beta,CatC
Whirlpool,Model-4454,450.0,5 Star,Top Freezer,Yes,Blue,Aluminium,3 Years,Korea,756.0,59.0,Yes,Beta,CatB
Siemens,Model-4455,350.0,4 Star,Bottom Freezer,Yes,Red,Steel,1 Year,China,533.0,31.0,No,Delta,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LG,Model-4458,450.0,5 Star,Top Freezer,No,White,Plastic,3 Years,USA,1405.0,68.0,No,Delta,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Samsung,Model-4461,300.0,4 Star,Bottom Freezer,Yes,Blue,Aluminium,3 Years,USA,1455.0,55.0,Yes,Alpha,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Bosch,Model-4464,400.0,4 Star,French Door,No,Red,Plastic,3 Years,Korea,597.0,69.0,No,Beta,CatC
,,,,,,,,,,,,,,
Whirlpool,Model-4466,350.0,4 Star,Bottom Freezer,No,Silver,Plastic,1 Year,USA,1337.0,85.0,Yes,Delta,CatA
Samsung,Model-4467,250.0,5 Star,Side by Side,No,White,Aluminium,2 Years,USA,765.0,78.0,No,Gamma,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Samsung,Model-4470,400.0,5 Star,Top Freezer,No,Silver,Aluminium,1 Year,Germany,772.0,54.0,Yes,Gamma,CatC
Samsung,Model-4471,500.0,5 Star,French Door,Yes,Blue,Steel,3 Years,Korea,672.0,79.0,No,Beta,CatB
Bosch,Model-4472,250.0,4 Star,Side by Side,No,Silver,Aluminium,2 Years,USA,465.0,30.0,Yes,Delta,CatC
Bosch,Model-4473,350.0,5 Star,Side by Side,No,Silver,Plastic,3 Years,Korea,1405.0,43.0,No,Delta,CatC
,,,,,,,,,,,,,,
LG,Model-4475,300.0,5 Star,Side by Side,No,Blue,Aluminium,1 Year,Korea,352.0,77.0,No,Gamma,CatA
,,,,,,,,,,,,,,
Samsung,Model-4477,350.0,3 Star,French Door,No,Blue,Steel,1 Year,Germany,750.0,4.0,No,Alpha,CatB
Samsung,Model-4478,300.0,3 Star,French Door,No,Silver,Steel,3 Years,Korea,1439.0,46.0,No,Delta,CatC
Samsung,Model-4479,450.0,4 Star,Side by Side,Yes,White,Aluminium,3 Years,China,381.0,29.0,No,Gamma,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Samsung,Model-4482,450.0,5 Star,Side by Side,Yes,White,Aluminium,1 Year,Korea,1243.0,48.0,Yes,Gamma,CatC
Samsung,Model-4483,350.0,5 Star,French Door,Yes,Black,Plastic,2 Years,China,944.0,49.0,Yes,Gamma,CatA
Samsung,Model-4484,400.0,5 Star,Bottom Freezer,No,Blue,Steel,1 Year,USA,1786.0,51.0,No,Beta,CatC
Bosch,Model-4485,300.0,4 Star,Bottom Freezer,No,Black,Steel,3 Years,Korea,475.0,83.0,Yes,Gamma,CatA
LG,Model-4486,250.0,5 Star,Side by Side,No,Red,Aluminium,3 Years,China,977.0,60.0,Yes,Gamma,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LG,Model-4489,250.0,5 Star,French Door,No,Blue,Steel,1 Year,Korea,605.0,26.0,Yes,Beta,CatB
,,,,,,,,,,,,,,
LG,Model-4491,500.0,4 Star,French Door,Yes,Blue,Plastic,2 Years,USA,1844.0,37.0,No,Delta,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Samsung,Model-4496,450.0,3 Star,Bottom Freezer,No,Silver,Plastic,2 Years,USA,948.0,87.0,No,Beta,CatB
LG,Model-4497,300.0,3 Star,Bottom Freezer,Yes,Black,Aluminium,1 Year,Korea,825.0,27.0,No,Beta,CatB
Siemens,Model-4498,450.0,3 Star,French Door,Yes,Red,Steel,2 Years,Germany,349.0,11.0,No,Gamma,CatA
Samsung,Model-4499,500.0,5 Star,Side by Side,No,Red,Aluminium,2 Years,Korea,1916.0,79.0,Yes,Alpha,CatC
Samsung,Model-4500,250.0,3 Star,French Door,Yes,Black,Aluminium,3 Years,Korea,665.0,3.0,Yes,Gamma,CatC
,,,,,,,,,,,,,,
Siemens,Model-4502,500.0,4 Star,Bottom Freezer,Yes,Red,Aluminium,3 Years,China,1714.0,24.0,Yes,Alpha,CatB
Bosch,Model-4503,300.0,4 Star,Top Freezer,No,Black,Aluminium,3 Years,Korea,1062.0,31.0,Yes,Beta,CatB
,,,,,,,,,,,,,,
Samsung,Model-4505,400.0,3 Star,Top Freezer,No,Silver,Aluminium,3 Years,China,906.0,38.0,Yes,Delta,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-4507,300.0,3 Star,Side by Side,No,Silver,Aluminium,3 Years,Germany,1042.0,13.0,No,Delta,CatC
Bosch,Model-4508,300.0,4 Star,French Door,No,Silver,Steel,1 Year,Korea,342.0,25.0,No,Delta,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Bosch,Model-4512,500.0,4 Star,French Door,No,Black,Steel,2 Years,Korea,1722.0,62.0,Yes,Delta,CatC
Siemens,Model-4513,450.0,5 Star,Side by Side,No,Red,Aluminium,2 Years,Germany,1169.0,73.0,No,Delta,CatB
Bosch,Model-4514,250.0,3 Star,Side by Side,No,White,Steel,2 Years,USA,1972.0,26.0,Yes,Beta,CatA
Whirlpool,Model-4515,500.0,4 Star,French Door,Yes,White,Plastic,1 Year,Korea,1035.0,52.0,No,Beta,CatA
,,,,,,,,,,,,,,
Whirlpool,Model-4517,500.0,5 Star,Side by Side,No,Blue,Steel,1 Year,USA,1415.0,33.0,Yes,Delta,CatA
LG,Model-4518,300.0,4 Star,French Door,No,Red,Plastic,1 Year,USA,1610.0,90.0,No,Delta,CatB
Siemens,Model-4519,450.0,3 Star,Top Freezer,No,Silver,Plastic,1 Year,Germany,1727.0,90.0,No,Gamma,CatA
Samsung,Model-4520,300.0,5 Star,Top Freezer,Yes,Blue,Plastic,2 Years,Korea,1730.0,91.0,No,Beta,CatC
,,,,,,,,,,,,,,
Bosch,Model-4522,500.0,3 Star,French Door,Yes,Red,Plastic,3 Years,Germany,857.0,71.0,Yes,Gamma,CatA
,,,,,,,,,,,,,,
Samsung,Model-4524,500.0,5 Star,Bottom Freezer,Yes,Black,Plastic,2 Years,Korea,1903.0,36.0,Yes,Gamma,CatC
,,,,,,,,,,,,,,
Siemens,Model-4526,350.0,4 Star,Top Freezer,No,Red,Plastic,2 Years,Germany,1507.0,58.0,No,Beta,CatC
,,,,,,,,,,,,,,
Siemens,Model-4528,400.0,4 Star,Top Freezer,No,Black,Plastic,3 Years,China,1411.0,17.0,No,Alpha,CatB
Bosch,Model-4529,350.0,4 Star,Bottom Freezer,Yes,Blue,Plastic,1 Year,USA,1546.0,7.0,No,Gamma,CatA
,,,,,,,,,,,,,,
LG,Model-4531,350.0,4 Star,Side by Side,Yes,Red,Aluminium,1 Year,China,1319.0,97.0,Yes,Delta,CatC
,,,,,,,,,,,,,,
LG,Model-4533,300.0,4 Star,Side by Side,No,White,Plastic,1 Year,Korea,1702.0,30.0,No,Alpha,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Bosch,Model-4536,250.0,3 Star,French Door,Yes,Silver,Steel,1 Year,Germany,1541.0,71.0,Yes,Gamma,CatA
Siemens,Model-4537,450.0,3 Star,French Door,No,Black,Aluminium,2 Years,Korea,1184.0,39.0,No,Alpha,CatB
LG,Model-4538,250.0,5 Star,Top Freezer,Yes,Blue,Steel,3 Years,Korea,1076.0,84.0,No,Delta,CatA
LG,Model-4539,400.0,5 Star,Bottom Freezer,No,Red,Aluminium,3 Years,China,808.0,65.0,No,Delta,CatC
,,,,,,,,,,,,,,
Whirlpool,Model-4541,500.0,5 Star,Top Freezer,No,Silver,Aluminium,2 Years,USA,1915.0,11.0,No,Gamma,CatC
Whirlpool,Model-4542,400.0,4 Star,Side by Side,No,Silver,Plastic,3 Years,Germany,1767.0,72.0,No,Gamma,CatB
Whirlpool,Model-4543,500.0,3 Star,Bottom Freezer,Yes,Silver,Steel,3 Years,Germany,1769.0,24.0,Yes,Beta,CatA
,,,,,,,,,,,,,,
LG,Model-4545,250.0,3 Star,Side by Side,Yes,Black,Aluminium,3 Years,China,1015.0,95.0,No,Alpha,CatA
,,,,,,,,,,,,,,
LG,Model-4547,350.0,5 Star,French Door,Yes,Black,Steel,2 Years,USA,1140.0,56.0,No,Beta,CatC
Whirlpool,Model-4548,350.0,5 Star,Top Freezer,No,White,Steel,1 Year,Germany,1859.0,62.0,Yes,Alpha,CatA
Bosch,Model-4549,350.0,4 Star,Top Freezer,No,Silver,Plastic,3 Years,Korea,870.0,64.0,No,Gamma,CatA
Whirlpool,Model-4550,500.0,4 Star,French Door,Yes,Red,Plastic,2 Years,China,873.0,7.0,No,Gamma,CatC
Bosch,Model-4551,350.0,3 Star,French Door,Yes,Red,Steel,2 Years,USA,1900.0,89.0,No,Alpha,CatC
,,,,,,,,,,,,,,
Samsung,Model-4553,450.0,5 Star,Side by Side,Yes,Red,Steel,1 Year,China,1509.0,84.0,Yes,Delta,CatA
Bosch,Model-4554,250.0,4 Star,Side by Side,Yes,Silver,Aluminium,2 Years,USA,1788.0,30.0,No,Delta,CatB
LG,Model-4555,450.0,3 Star,Top Freezer,Yes,Blue,Plastic,1 Year,USA,965.0,2.0,No,Delta,CatB
,,,,,,,,,,,,,,
LG,Model-4557,300.0,3 Star,Side by Side,No,Blue,Steel,2 Years,Germany,1979.0,31.0,No,Beta,CatB
Samsung,Model-4558,500.0,3 Star,Top Freezer,Yes,White,Aluminium,2 Years,China,1058.0,73.0,No,Beta,CatC
Bosch,Model-4559,450.0,3 Star,French Door,Yes,White,Aluminium,1 Year,USA,634.0,63.0,Yes,Delta,CatC
Whirlpool,Model-4560,250.0,3 Star,Side by Side,Yes,Red,Steel,1 Year,USA,1140.0,4.0,Yes,Gamma,CatB
Bosch,Model-4561,450.0,3 Star,French Door,No,Red,Plastic,1 Year,USA,1955.0,34.0,No,Gamma,CatB
Whirlpool,Model-4562,250.0,5 Star,Side by Side,Yes,Silver,Steel,2 Years,Korea,1817.0,16.0,Yes,Delta,CatA
Siemens,Model-4563,400.0,3 Star,Top Freezer,Yes,Red,Plastic,2 Years,Germany,1421.0,93.0,No,Delta,CatC
Samsung,Model-4564,400.0,3 Star,Top Freezer,No,White,Steel,2 Years,USA,1280.0,85.0,No,Delta,CatC
Samsung,Model-4565,500.0,4 Star,Top Freezer,No,Silver,Aluminium,1 Year,Korea,1011.0,38.0,Yes,Alpha,CatC
Bosch,Model-4566,300.0,5 Star,Bottom Freezer,Yes,Black,Plastic,3 Years,USA,1864.0,28.0,No,Alpha,CatC
Whirlpool,Model-4567,450.0,3 Star,Bottom Freezer,Yes,Silver,Plastic,2 Years,Korea,1723.0,90.0,Yes,Beta,CatC
Samsung,Model-4568,250.0,4 Star,Top Freezer,No,White,Plastic,1 Year,Korea,1456.0,89.0,Yes,Delta,CatB
Siemens,Model-4569,450.0,4 Star,French Door,Yes,White,Steel,1 Year,USA,910.0,90.0,Yes,Gamma,CatA
LG,Model-4570,250.0,3 Star,Side by Side,Yes,White,Plastic,2 Years,Germany,1397.0,66.0,No,Gamma,CatC
Bosch,Model-4571,500.0,5 Star,French Door,No,Black,Steel,2 Years,China,991.0,44.0,Yes,Alpha,CatC
Bosch,Model-4572,350.0,5 Star,French Door,Yes,Red,Steel,2 Years,USA,1839.0,44.0,Yes,Alpha,CatB
LG,Model-4573,400.0,3 Star,Side by Side,No,Blue,Plastic,1 Year,Korea,730.0,65.0,No,Alpha,CatC
LG,Model-4574,250.0,5 Star,Top Freezer,No,Black,Aluminium,3 Years,Korea,1342.0,90.0,No,Gamma,CatB
Bosch,Model-4575,500.0,4 Star,French Door,No,Silver,Steel,3 Years,Korea,752.0,77.0,Yes,Gamma,CatA
Whirlpool,Model-4576,400.0,3 Star,Top Freezer,No,Silver,Steel,2 Years,Korea,920.0,85.0,No,Beta,CatC
LG,Model-4577,350.0,4 Star,French Door,No,Silver,Steel,3 Years,Germany,1724.0,72.0,No,Delta,CatB
